order_id,Customer ID,product_id,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
3795,1838,5,3,Completed,Credit Card,6758.64,844.83,8,2024-07-20,Express,"Extended Warranty,Accessory,Impulse Item",60.64
3796,3626,6,2,Completed,Debit Card,6329.52,791.19,8,2024-07-19,Standard,Impulse Item,14.58
3797,16277,1,4,Completed,Bank Transfer,1444.72,361.18,4,2024-07-19,Expedited,"Accessory, Impulse Item",59.66
3798,1975,6,2,Completed,Cash,2373.57,791.19,3,2024-07-19,Standard,Extended Warranty,39.64
3799,15882,2,4,Completed,Credit Card,3371.6,674.32,5,2024-07-19,Expedited,"Impulse Item, Impulse Item, Impulse Item",154.36
3800,9867,3,5,Completed,Debit Card,62.25,20.75,3,2024-07-19,Standard,,0.0
3801,12176,9,4,Completed,Credit Card,459.5,459.5,1,2024-07-19,Standard,,0.0
3802,16625,10,1,Completed,Bank Transfer,7864.1,786.41,10,2024-07-19,Expedited,Accessory,10.86
3803,14910,10,5,Completed,PayPal,7077.69,786.41,9,2024-07-19,Expedited,Extended Warranty,60.38
3804,12765,9,2,Completed,Bank Transfer,1378.5,459.5,3,2024-07-19,Standard,,0.0
3805,15627,2,5,Cancelled,PayPal,4720.24,674.32,7,2024-07-19,Expedited,"Extended Warranty, Accessory, Impulse Item",187.35
3806,15893,1,1,Completed,PayPal,1805.9,361.18,5,2024-07-19,Same Day,Impulse Item,56.19
3807,12582,9,5,Cancelled,Credit Card,2297.5,459.5,5,2024-07-19,Expedited,Extended Warranty,19.76
3808,7477,7,3,Completed,Debit Card,2319.8,463.96,5,2024-07-19,Overnight,"Impulse Item,Accessory,Accessory",67.03
3809,6553,4,3,Completed,Paypal,1482.18,247.03,6,2024-07-19,Standard,"Extended Warranty,Impulse Item",46.84
3810,3288,3,5,Completed,Debit Card,124.5,20.75,6,2024-07-19,Standard,"Impulse Item,Extended Warranty",52.84
3811,16190,8,3,Completed,Credit Card,3419.04,1139.68,3,2024-07-19,Same Day,"Impulse Item, Impulse Item",158.88
3812,4642,4,3,Completed,Credit Card,988.12,247.03,4,2024-07-19,Express,Impulse Item,19.19
3813,18077,8,1,Completed,Bank Transfer,9117.44,1139.68,8,2024-07-19,Expedited,Impulse Item,84.89
3814,3271,6,2,Completed,Paypal,5538.33,791.19,7,2024-07-19,Overnight,,0.0
3815,17933,10,4,Completed,Credit Card,7077.69,786.41,9,2024-07-19,Same Day,Impulse Item,10.95
3816,9701,4,3,Cancelled,Credit Card,741.09,247.03,3,2024-07-19,Express,,0.0
3817,19019,1,5,Completed,PayPal,1805.9,361.18,5,2024-07-19,Standard,"Impulse Item, Impulse Item",81.08
3818,3012,4,3,Cancelled,Paypal,2223.27,247.03,9,2024-07-19,Express,,0.0
3819,4147,3,5,Completed,Credit Card,166.0,20.75,8,2024-07-19,Express,"Extended Warranty,Extended Warranty,Accessory",81.32
3820,11833,1,5,Completed,Bank Transfer,3250.62,361.18,9,2024-07-19,Standard,Extended Warranty,62.79
3821,14849,9,1,Completed,PayPal,4135.5,459.5,9,2024-07-19,Same Day,,0.0
3822,11005,8,2,Completed,Credit Card,3419.04,1139.68,3,2024-07-19,Standard,,0.0
3823,16830,9,5,Completed,PayPal,3216.5,459.5,7,2024-07-19,Standard,Accessory,12.84
3824,15799,9,2,Cancelled,Credit Card,919.0,459.5,2,2024-07-19,Expedited,Extended Warranty,47.71
3825,9945,4,3,Completed,Debit Card,1729.21,247.03,7,2024-07-19,Express,"Extended Warranty,Extended Warranty,Extended Warranty",72.58
3826,13330,1,1,Completed,Bank Transfer,3250.62,361.18,9,2024-07-19,Expedited,"Impulse Item, Accessory",135.88
3827,12131,10,4,Cancelled,Credit Card,6291.28,786.41,8,2024-07-19,Expedited,Extended Warranty,87.9
3828,12911,1,4,Completed,Bank Transfer,2528.26,361.18,7,2024-07-19,Same Day,"Accessory, Extended Warranty",75.67
3829,14782,10,1,Cancelled,Credit Card,4718.46,786.41,6,2024-07-19,Expedited,,0.0
3830,1773,3,5,Cancelled,Cash,124.5,20.75,6,2024-07-19,Overnight,"Impulse Item,Impulse Item,Impulse Item",55.75
3831,7228,7,3,Completed,Cash,927.92,463.96,2,2024-07-19,Overnight,Accessory,48.99
3832,19766,9,1,Completed,PayPal,4595.0,459.5,10,2024-07-19,Expedited,Accessory,86.54
3833,17533,2,5,Completed,Bank Transfer,6068.88,674.32,9,2024-07-19,Same Day,,0.0
3834,5624,6,2,Completed,Debit Card,5538.33,791.19,7,2024-07-19,Standard,"Impulse Item,Accessory",17.82
3835,15520,8,4,Completed,PayPal,9117.44,1139.68,8,2024-07-19,Expedited,Accessory,28.64
3836,14891,9,5,Completed,Credit Card,4595.0,459.5,10,2024-07-19,Standard,"Impulse Item, Accessory",125.1
3837,11820,2,3,Completed,Credit Card,4045.92,674.32,6,2024-07-19,Same Day,Extended Warranty,18.23
3838,11966,10,3,Cancelled,Credit Card,3932.05,786.41,5,2024-07-19,Expedited,"Impulse Item, Extended Warranty, Extended Warranty",155.59
3839,5276,6,2,Cancelled,Cash,791.19,791.19,1,2024-07-19,Express,"Accessory,Impulse Item",95.3
3840,4192,3,5,Completed,Debit Card,145.25,20.75,7,2024-07-19,Standard,,0.0
3841,1147,5,3,Completed,Cash,8448.3,844.83,10,2024-07-19,Overnight,"Impulse Item,Accessory,Accessory",85.51
3842,8738,3,5,Completed,Paypal,20.75,20.75,1,2024-07-19,Express,"Extended Warranty,Impulse Item,Impulse Item",109.42
3843,11896,1,4,Completed,PayPal,2167.08,361.18,6,2024-07-19,Expedited,Extended Warranty,13.32
3844,18502,10,2,Cancelled,Credit Card,786.41,786.41,1,2024-07-18,Standard,Accessory,34.88
3845,2402,7,3,Completed,Paypal,2783.76,463.96,6,2024-07-18,Overnight,Impulse Item,13.05
3846,2109,3,5,Cancelled,Debit Card,20.75,20.75,1,2024-07-18,Express,"Accessory,Extended Warranty,Extended Warranty",98.37
3847,19930,2,3,Cancelled,Bank Transfer,6068.88,674.32,9,2024-07-18,Standard,,0.0
3848,14261,2,3,Completed,Bank Transfer,3371.6,674.32,5,2024-07-18,Expedited,Impulse Item,43.62
3849,9537,6,2,Completed,Credit Card,6329.52,791.19,8,2024-07-18,Overnight,"Accessory,Extended Warranty,Impulse Item",48.09
3850,1399,3,5,Cancelled,Cash,20.75,20.75,1,2024-07-18,Standard,"Impulse Item,Impulse Item,Extended Warranty",87.2
3851,6229,5,3,Completed,Debit Card,5068.98,844.83,6,2024-07-18,Overnight,,0.0
3852,17617,8,5,Cancelled,Bank Transfer,7977.76,1139.68,7,2024-07-18,Expedited,,0.0
3853,16401,9,2,Completed,PayPal,459.5,459.5,1,2024-07-18,Expedited,,0.0
3854,6109,4,3,Cancelled,Paypal,1482.18,247.03,6,2024-07-18,Standard,"Extended Warranty,Impulse Item,Impulse Item",100.77
3855,16209,8,2,Completed,Bank Transfer,1139.68,1139.68,1,2024-07-18,Expedited,"Extended Warranty, Impulse Item, Extended Warranty",177.5
3856,11433,9,4,Completed,Credit Card,459.5,459.5,1,2024-07-18,Same Day,Extended Warranty,63.5
3857,15442,9,5,Completed,Bank Transfer,919.0,459.5,2,2024-07-18,Standard,"Extended Warranty, Extended Warranty, Impulse Item",53.37
3858,12071,1,3,Cancelled,Credit Card,1083.54,361.18,3,2024-07-18,Standard,"Accessory, Accessory, Extended Warranty",162.91
3859,11063,2,3,Completed,PayPal,4045.92,674.32,6,2024-07-18,Same Day,"Extended Warranty, Extended Warranty",165.33
3860,18327,8,1,Completed,Credit Card,10257.12,1139.68,9,2024-07-18,Expedited,,0.0
3861,16043,2,3,Cancelled,PayPal,3371.6,674.32,5,2024-07-18,Expedited,,0.0
3862,6650,6,2,Cancelled,Debit Card,7120.71,791.19,9,2024-07-18,Overnight,"Accessory,Extended Warranty",49.55
3863,12069,8,5,Completed,PayPal,9117.44,1139.68,8,2024-07-18,Expedited,Impulse Item,31.21
3864,1151,3,5,Cancelled,Cash,166.0,20.75,8,2024-07-18,Express,,0.0
3865,16877,1,5,Completed,Bank Transfer,3611.8,361.18,10,2024-07-18,Expedited,Accessory,42.99
3866,4494,6,2,Completed,Paypal,791.19,791.19,1,2024-07-18,Express,"Extended Warranty,Accessory",41.31
3867,14863,10,2,Cancelled,Credit Card,7077.69,786.41,9,2024-07-18,Standard,"Extended Warranty, Impulse Item",83.13
3868,14067,8,3,Completed,PayPal,4558.72,1139.68,4,2024-07-18,Same Day,"Accessory, Impulse Item, Impulse Item",139.42
3869,19687,10,2,Cancelled,Credit Card,1572.82,786.41,2,2024-07-18,Expedited,Accessory,79.52
3870,13828,9,1,Completed,Bank Transfer,1838.0,459.5,4,2024-07-18,Expedited,Extended Warranty,93.67
3871,8999,6,2,Completed,Credit Card,3955.95,791.19,5,2024-07-18,Standard,"Extended Warranty,Extended Warranty,Accessory",80.84
3872,9841,7,3,Cancelled,Paypal,1391.88,463.96,3,2024-07-18,Standard,Accessory,35.96
3873,12278,8,2,Completed,Credit Card,7977.76,1139.68,7,2024-07-18,Standard,"Extended Warranty, Extended Warranty, Impulse Item",127.15
3874,19801,2,2,Cancelled,Credit Card,4045.92,674.32,6,2024-07-18,Standard,"Accessory, Impulse Item, Accessory",206.17
3875,17363,1,4,Cancelled,PayPal,361.18,361.18,1,2024-07-18,Standard,Accessory,96.19
3876,18008,10,4,Cancelled,Credit Card,5504.87,786.41,7,2024-07-18,Standard,"Accessory, Impulse Item, Extended Warranty",139.29
3877,2177,5,3,Completed,Credit Card,1689.66,844.83,2,2024-07-18,Express,,0.0
3878,9883,3,5,Cancelled,Paypal,145.25,20.75,7,2024-07-18,Standard,Accessory,47.89
3879,18003,9,1,Cancelled,Credit Card,919.0,459.5,2,2024-07-18,Standard,"Extended Warranty, Impulse Item",89.9
3880,17973,2,1,Cancelled,PayPal,2022.96,674.32,3,2024-07-18,Same Day,"Accessory, Impulse Item, Accessory",176.57
3881,4079,4,3,Completed,Cash,1976.24,247.03,8,2024-07-18,Standard,"Impulse Item,Impulse Item",66.56
3882,18639,2,2,Completed,PayPal,2022.96,674.32,3,2024-07-18,Standard,"Extended Warranty, Extended Warranty",145.02
3883,8141,6,2,Cancelled,Paypal,2373.57,791.19,3,2024-07-18,Standard,,0.0
3884,8165,6,2,Cancelled,Paypal,3164.76,791.19,4,2024-07-18,Standard,Accessory,23.22
3885,6367,3,5,Cancelled,Paypal,62.25,20.75,3,2024-07-18,Express,"Extended Warranty,Extended Warranty",70.19
3886,15208,2,1,Completed,Bank Transfer,6743.2,674.32,10,2024-07-18,Standard,Extended Warranty,54.72
3887,5229,5,3,Completed,Debit Card,5913.81,844.83,7,2024-07-18,Express,Extended Warranty,38.08
3888,17472,2,3,Cancelled,Credit Card,1348.64,674.32,2,2024-07-18,Standard,,0.0
3889,3311,3,5,Completed,Debit Card,83.0,20.75,4,2024-07-18,Overnight,,0.0
3890,15310,2,4,Cancelled,PayPal,674.32,674.32,1,2024-07-18,Expedited,Accessory,17.21
3891,8861,3,5,Completed,Cash,207.5,20.75,10,2024-07-18,Standard,Impulse Item,16.84
3892,18421,1,4,Cancelled,Bank Transfer,3250.62,361.18,9,2024-07-18,Standard,Accessory,98.96
3893,19873,2,4,Completed,Bank Transfer,2697.28,674.32,4,2024-07-18,Same Day,"Impulse Item, Accessory, Extended Warranty",155.35
3894,12406,8,4,Completed,Credit Card,7977.76,1139.68,7,2024-07-17,Expedited,Accessory,17.79
3895,18344,2,5,Cancelled,PayPal,3371.6,674.32,5,2024-07-17,Standard,"Extended Warranty, Accessory, Accessory",167.36
3896,18125,2,5,Completed,Credit Card,1348.64,674.32,2,2024-07-17,Expedited,"Extended Warranty, Impulse Item, Accessory",135.59
3897,17633,10,1,Completed,Credit Card,3932.05,786.41,5,2024-07-17,Standard,"Impulse Item, Impulse Item, Impulse Item",182.69
3898,9433,7,3,Cancelled,Credit Card,1391.88,463.96,3,2024-07-17,Overnight,Impulse Item,20.58
3899,12088,10,4,Completed,Credit Card,3932.05,786.41,5,2024-07-17,Same Day,"Impulse Item, Extended Warranty, Extended Warranty",204.08
3900,13775,1,2,Completed,Credit Card,361.18,361.18,1,2024-07-17,Standard,"Extended Warranty, Impulse Item",79.56
3901,11359,9,4,Cancelled,PayPal,1378.5,459.5,3,2024-07-17,Same Day,"Accessory, Extended Warranty",46.48
3902,3596,4,3,Completed,Debit Card,741.09,247.03,3,2024-07-17,Overnight,,0.0
3903,13050,8,2,Completed,PayPal,3419.04,1139.68,3,2024-07-17,Standard,,0.0
3904,15522,8,5,Completed,PayPal,5698.4,1139.68,5,2024-07-17,Expedited,,0.0
3905,1406,4,3,Completed,Cash,1482.18,247.03,6,2024-07-17,Express,,0.0
3906,18622,2,5,Completed,PayPal,2697.28,674.32,4,2024-07-17,Same Day,"Impulse Item, Impulse Item, Accessory",182.12
3907,13893,10,2,Completed,Credit Card,5504.87,786.41,7,2024-07-17,Same Day,"Extended Warranty, Extended Warranty",100.79
3908,8077,7,3,Completed,Credit Card,1855.84,463.96,4,2024-07-17,Standard,Accessory,14.96
3909,4843,3,5,Completed,Cash,124.5,20.75,6,2024-07-17,Express,,0.0
3910,14751,2,1,Completed,Bank Transfer,5394.56,674.32,8,2024-07-17,Standard,"Accessory, Impulse Item",113.7
3911,6825,3,5,Cancelled,Cash,41.5,20.75,2,2024-07-17,Standard,"Impulse Item,Extended Warranty",42.14
3912,9600,5,3,Cancelled,Cash,5068.98,844.83,6,2024-07-17,Express,,0.0
3913,17411,8,1,Completed,PayPal,9117.44,1139.68,8,2024-07-17,Standard,"Accessory, Extended Warranty, Impulse Item",148.3
3914,6703,4,3,Cancelled,Paypal,1235.15,247.03,5,2024-07-17,Standard,"Extended Warranty,Extended Warranty,Extended Warranty",46.52
3915,6342,5,3,Cancelled,Paypal,5068.98,844.83,6,2024-07-17,Overnight,"Impulse Item,Impulse Item",98.76
3916,13960,1,4,Completed,PayPal,1444.72,361.18,4,2024-07-17,Standard,"Extended Warranty, Impulse Item, Impulse Item",230.67
3917,12637,8,1,Completed,Credit Card,11396.8,1139.68,10,2024-07-17,Expedited,Accessory,51.94
3918,19844,10,4,Completed,PayPal,5504.87,786.41,7,2024-07-17,Expedited,Accessory,32.36
3919,8168,7,3,Completed,Credit Card,463.96,463.96,1,2024-07-17,Overnight,,0.0
3920,9060,7,3,Cancelled,Debit Card,3247.72,463.96,7,2024-07-17,Standard,"Impulse Item,Impulse Item,Impulse Item",93.16
3921,5691,5,3,Completed,Credit Card,5068.98,844.83,6,2024-07-17,Express,"Extended Warranty,Impulse Item",46.35
3922,7020,6,2,Completed,Credit Card,5538.33,791.19,7,2024-07-17,Standard,Accessory,21.55
3923,13245,8,2,Cancelled,Bank Transfer,2279.36,1139.68,2,2024-07-17,Standard,"Extended Warranty, Accessory, Impulse Item",145.03
3924,7873,3,5,Cancelled,Credit Card,103.75,20.75,5,2024-07-17,Standard,"Accessory,Extended Warranty,Accessory",95.9
3925,7223,7,3,Cancelled,Cash,4639.6,463.96,10,2024-07-17,Standard,"Extended Warranty,Accessory,Extended Warranty",99.68
3926,1578,6,2,Completed,Debit Card,7911.9,791.19,10,2024-07-17,Overnight,,0.0
3927,4536,3,5,Cancelled,Cash,166.0,20.75,8,2024-07-17,Overnight,Accessory,8.9
3928,15901,1,2,Completed,PayPal,3611.8,361.18,10,2024-07-17,Same Day,"Accessory, Impulse Item, Extended Warranty",133.53
3929,5662,7,3,Completed,Cash,4175.64,463.96,9,2024-07-17,Overnight,"Accessory,Extended Warranty",67.79
3930,14635,8,3,Completed,Bank Transfer,10257.12,1139.68,9,2024-07-17,Standard,"Accessory, Accessory",37.3
3931,11500,10,5,Cancelled,PayPal,1572.82,786.41,2,2024-07-17,Expedited,Extended Warranty,44.43
3932,13068,9,4,Cancelled,Credit Card,919.0,459.5,2,2024-07-17,Same Day,"Accessory, Impulse Item, Extended Warranty",134.14
3933,14167,8,4,Cancelled,PayPal,10257.12,1139.68,9,2024-07-17,Expedited,,0.0
3934,16257,10,3,Completed,PayPal,7077.69,786.41,9,2024-07-17,Expedited,Impulse Item,31.44
3935,4000,4,3,Completed,Debit Card,2470.3,247.03,10,2024-07-17,Express,"Extended Warranty,Impulse Item,Extended Warranty",83.44
3936,19052,1,3,Completed,PayPal,722.36,361.18,2,2024-07-17,Standard,,0.0
3937,13273,8,2,Completed,PayPal,10257.12,1139.68,9,2024-07-17,Expedited,"Accessory, Extended Warranty",114.82
3938,8782,3,5,Completed,Credit Card,83.0,20.75,4,2024-07-17,Standard,Accessory,15.25
3939,1739,5,3,Completed,Cash,1689.66,844.83,2,2024-07-17,Overnight,Extended Warranty,6.24
3940,4817,3,5,Completed,Credit Card,186.75,20.75,9,2024-07-17,Express,Extended Warranty,48.78
3941,1257,3,5,Completed,Credit Card,124.5,20.75,6,2024-07-17,Express,"Extended Warranty,Extended Warranty,Accessory",84.68
3942,18091,1,2,Completed,Bank Transfer,361.18,361.18,1,2024-07-17,Expedited,"Extended Warranty, Accessory, Accessory",141.38
3943,2323,4,3,Completed,Credit Card,988.12,247.03,4,2024-07-17,Overnight,Accessory,22.22
3944,15872,2,2,Completed,PayPal,6068.88,674.32,9,2024-07-17,Standard,"Accessory, Accessory, Extended Warranty",206.28
3945,14683,8,1,Completed,Bank Transfer,2279.36,1139.68,2,2024-07-17,Expedited,"Extended Warranty, Impulse Item, Extended Warranty",139.27
3946,16510,1,2,Cancelled,Bank Transfer,2889.44,361.18,8,2024-07-17,Standard,"Accessory, Extended Warranty, Impulse Item",195.34
3947,8986,3,5,Completed,Credit Card,124.5,20.75,6,2024-07-17,Express,"Extended Warranty,Impulse Item,Extended Warranty",100.14
3948,2189,4,3,Cancelled,Paypal,494.06,247.03,2,2024-07-17,Overnight,Accessory,39.53
3949,6118,4,3,Cancelled,Paypal,1729.21,247.03,7,2024-07-17,Express,,0.0
3950,5253,5,3,Completed,Paypal,5068.98,844.83,6,2024-07-17,Overnight,"Impulse Item,Impulse Item",45.77
3951,15646,10,5,Cancelled,PayPal,7864.1,786.41,10,2024-07-17,Standard,Extended Warranty,78.93
3952,6534,7,3,Cancelled,Credit Card,1855.84,463.96,4,2024-07-17,Overnight,,0.0
3953,18638,9,2,Completed,PayPal,1838.0,459.5,4,2024-07-17,Standard,"Impulse Item, Extended Warranty, Extended Warranty",230.57
3954,3309,7,3,Completed,Debit Card,463.96,463.96,1,2024-07-17,Overnight,,0.0
3955,7203,4,3,Completed,Debit Card,1729.21,247.03,7,2024-07-17,Express,,0.0
3956,15984,10,5,Completed,Credit Card,3932.05,786.41,5,2024-07-17,Expedited,Impulse Item,96.98
3957,3479,7,3,Cancelled,Paypal,2319.8,463.96,5,2024-07-17,Overnight,"Impulse Item,Impulse Item",38.78
3958,7664,4,3,Completed,Paypal,2223.27,247.03,9,2024-07-16,Overnight,,0.0
3959,18133,10,3,Completed,PayPal,7077.69,786.41,9,2024-07-16,Expedited,,0.0
3960,19856,10,4,Completed,PayPal,1572.82,786.41,2,2024-07-16,Expedited,"Impulse Item, Accessory, Impulse Item",137.13
3961,6316,6,2,Cancelled,Credit Card,7911.9,791.19,10,2024-07-16,Overnight,"Extended Warranty,Impulse Item,Impulse Item",28.75
3962,1042,5,3,Completed,Cash,5913.81,844.83,7,2024-07-16,Overnight,"Impulse Item,Accessory,Extended Warranty",111.25
3963,8328,5,3,Cancelled,Credit Card,6758.64,844.83,8,2024-07-16,Express,Accessory,34.19
3964,16224,2,5,Cancelled,Credit Card,2697.28,674.32,4,2024-07-16,Standard,Accessory,99.16
3965,1922,6,2,Completed,Cash,3164.76,791.19,4,2024-07-16,Overnight,,0.0
3966,3320,4,3,Completed,Credit Card,2223.27,247.03,9,2024-07-16,Standard,"Impulse Item,Accessory",50.69
3967,8287,5,3,Completed,Cash,844.83,844.83,1,2024-07-16,Express,Accessory,11.89
3968,18479,2,2,Cancelled,PayPal,2022.96,674.32,3,2024-07-16,Same Day,,0.0
3969,14015,10,4,Completed,PayPal,786.41,786.41,1,2024-07-16,Standard,"Impulse Item, Accessory, Impulse Item",86.25
3970,18822,10,2,Cancelled,Bank Transfer,2359.23,786.41,3,2024-07-16,Same Day,Extended Warranty,63.23
3971,6605,5,3,Completed,Credit Card,8448.3,844.83,10,2024-07-16,Standard,"Accessory,Accessory,Accessory",107.02
3972,1650,3,5,Completed,Credit Card,41.5,20.75,2,2024-07-16,Express,"Extended Warranty,Accessory",89.39
3973,3853,4,3,Completed,Debit Card,1235.15,247.03,5,2024-07-16,Standard,"Extended Warranty,Accessory,Impulse Item",101.78
3974,14934,10,5,Completed,Bank Transfer,5504.87,786.41,7,2024-07-16,Standard,"Impulse Item, Accessory",110.79
3975,1787,3,5,Completed,Cash,20.75,20.75,1,2024-07-16,Overnight,Accessory,8.87
3976,16443,2,2,Cancelled,Credit Card,674.32,674.32,1,2024-07-16,Standard,,0.0
3977,6440,4,3,Completed,Cash,1235.15,247.03,5,2024-07-16,Standard,"Impulse Item,Impulse Item",59.04
3978,19645,9,5,Completed,Bank Transfer,2757.0,459.5,6,2024-07-16,Standard,Accessory,41.15
3979,3725,7,3,Completed,Credit Card,3711.68,463.96,8,2024-07-16,Express,"Extended Warranty,Extended Warranty",43.23
3980,13091,1,1,Cancelled,Bank Transfer,2528.26,361.18,7,2024-07-16,Expedited,"Accessory, Impulse Item, Accessory",177.64
3981,1347,3,5,Cancelled,Cash,41.5,20.75,2,2024-07-16,Express,,0.0
3982,17193,2,3,Cancelled,PayPal,4045.92,674.32,6,2024-07-16,Same Day,Extended Warranty,77.05
3983,16878,10,1,Completed,Credit Card,3932.05,786.41,5,2024-07-16,Standard,"Accessory, Impulse Item, Accessory",126.14
3984,11010,8,4,Cancelled,Bank Transfer,7977.76,1139.68,7,2024-07-16,Expedited,,0.0
3985,13865,1,3,Cancelled,Bank Transfer,2889.44,361.18,8,2024-07-16,Same Day,,0.0
3986,12005,8,4,Completed,Credit Card,7977.76,1139.68,7,2024-07-16,Same Day,,0.0
3987,7030,5,3,Completed,Credit Card,5068.98,844.83,6,2024-07-16,Express,"Impulse Item,Extended Warranty",56.51
3988,4943,5,3,Completed,Cash,844.83,844.83,1,2024-07-16,Express,"Accessory,Extended Warranty,Accessory",93.3
3989,18734,8,2,Cancelled,PayPal,7977.76,1139.68,7,2024-07-16,Expedited,"Impulse Item, Impulse Item, Accessory",282.11
3990,7043,3,5,Completed,Paypal,207.5,20.75,10,2024-07-16,Express,Extended Warranty,18.0
3991,17934,8,2,Completed,PayPal,5698.4,1139.68,5,2024-07-16,Same Day,,0.0
3992,4883,6,2,Completed,Cash,1582.38,791.19,2,2024-07-16,Express,,0.0
3993,13390,8,4,Completed,Credit Card,3419.04,1139.68,3,2024-07-16,Expedited,"Accessory, Impulse Item",60.04
3994,7366,6,2,Cancelled,Paypal,6329.52,791.19,8,2024-07-16,Standard,"Accessory,Impulse Item",30.73
3995,19703,1,5,Completed,Bank Transfer,3611.8,361.18,10,2024-07-16,Same Day,Accessory,16.91
3996,8901,6,2,Completed,Debit Card,4747.14,791.19,6,2024-07-16,Express,"Accessory,Impulse Item,Impulse Item",94.42
3997,8745,6,2,Completed,Cash,2373.57,791.19,3,2024-07-16,Overnight,Extended Warranty,34.48
3998,13377,1,1,Completed,Credit Card,3250.62,361.18,9,2024-07-16,Expedited,Impulse Item,64.77
3999,11312,1,1,Cancelled,PayPal,361.18,361.18,1,2024-07-16,Same Day,,0.0
4000,2029,6,2,Completed,Credit Card,1582.38,791.19,2,2024-07-16,Overnight,Impulse Item,43.3
4001,7375,7,3,Completed,Credit Card,3247.72,463.96,7,2024-07-16,Standard,"Impulse Item,Accessory",47.16
4002,15568,8,4,Cancelled,Credit Card,3419.04,1139.68,3,2024-07-16,Expedited,Extended Warranty,93.69
4003,16789,10,3,Cancelled,PayPal,7864.1,786.41,10,2024-07-16,Expedited,"Extended Warranty, Impulse Item, Impulse Item",73.72
4004,13709,10,1,Completed,Bank Transfer,7864.1,786.41,10,2024-07-16,Same Day,Extended Warranty,66.71
4005,1667,5,3,Completed,Debit Card,4224.15,844.83,5,2024-07-16,Express,,0.0
4006,15519,10,5,Completed,PayPal,5504.87,786.41,7,2024-07-16,Standard,,0.0
4007,11770,10,3,Completed,Bank Transfer,7864.1,786.41,10,2024-07-16,Expedited,,0.0
4008,3681,7,3,Completed,Debit Card,3711.68,463.96,8,2024-07-15,Standard,,0.0
4009,4268,4,3,Completed,Paypal,1729.21,247.03,7,2024-07-15,Overnight,"Extended Warranty,Impulse Item",88.07
4010,6393,7,3,Completed,Cash,1855.84,463.96,4,2024-07-15,Express,,0.0
4011,5762,5,3,Completed,Cash,2534.49,844.83,3,2024-07-15,Overnight,"Impulse Item,Extended Warranty",94.65
4012,6177,3,5,Cancelled,Cash,20.75,20.75,1,2024-07-15,Overnight,"Impulse Item,Impulse Item",27.97
4013,5094,5,3,Completed,Debit Card,4224.15,844.83,5,2024-07-15,Express,"Accessory,Extended Warranty",88.64
4014,15248,2,1,Completed,PayPal,2697.28,674.32,4,2024-07-15,Same Day,"Impulse Item, Extended Warranty, Accessory",135.1
4015,13545,10,1,Completed,PayPal,4718.46,786.41,6,2024-07-15,Expedited,"Impulse Item, Accessory, Impulse Item",268.95
4016,12595,9,2,Completed,Bank Transfer,3216.5,459.5,7,2024-07-15,Expedited,,0.0
4017,15500,2,1,Completed,PayPal,2022.96,674.32,3,2024-07-15,Same Day,Accessory,72.66
4018,15884,2,5,Completed,Credit Card,4720.24,674.32,7,2024-07-15,Standard,"Extended Warranty, Impulse Item, Impulse Item",202.3
4019,19526,10,2,Completed,Bank Transfer,4718.46,786.41,6,2024-07-15,Expedited,,0.0
4020,13097,10,1,Cancelled,Bank Transfer,7077.69,786.41,9,2024-07-15,Expedited,Extended Warranty,48.14
4021,1744,4,3,Cancelled,Credit Card,741.09,247.03,3,2024-07-15,Standard,"Impulse Item,Extended Warranty,Extended Warranty",84.47
4022,13949,2,4,Completed,Credit Card,5394.56,674.32,8,2024-07-15,Expedited,"Extended Warranty, Impulse Item",117.92
4023,7457,5,3,Completed,Debit Card,844.83,844.83,1,2024-07-15,Standard,"Impulse Item,Impulse Item",18.74
4024,9803,6,2,Cancelled,Debit Card,7120.71,791.19,9,2024-07-15,Express,"Extended Warranty,Accessory,Accessory",54.03
4025,13941,9,5,Completed,Credit Card,2297.5,459.5,5,2024-07-15,Same Day,,0.0
4026,16383,2,5,Cancelled,Credit Card,3371.6,674.32,5,2024-07-15,Same Day,,0.0
4027,5992,3,5,Completed,Cash,186.75,20.75,9,2024-07-15,Standard,,0.0
4028,17378,10,3,Completed,Credit Card,5504.87,786.41,7,2024-07-15,Same Day,Extended Warranty,77.77
4029,14009,9,3,Completed,Bank Transfer,1378.5,459.5,3,2024-07-15,Expedited,Extended Warranty,72.26
4030,5482,3,5,Completed,Paypal,145.25,20.75,7,2024-07-15,Overnight,"Impulse Item,Impulse Item",72.72
4031,11078,10,3,Completed,Bank Transfer,2359.23,786.41,3,2024-07-15,Same Day,,0.0
4032,9694,3,5,Completed,Credit Card,103.75,20.75,5,2024-07-15,Standard,,0.0
4033,8491,3,5,Cancelled,Credit Card,41.5,20.75,2,2024-07-15,Standard,"Extended Warranty,Extended Warranty",55.49
4034,15604,8,1,Completed,Bank Transfer,9117.44,1139.68,8,2024-07-15,Same Day,"Accessory, Impulse Item",153.77
4035,4846,3,5,Completed,Cash,83.0,20.75,4,2024-07-15,Standard,"Accessory,Impulse Item,Extended Warranty",74.12
4036,5343,7,3,Cancelled,Credit Card,4639.6,463.96,10,2024-07-15,Overnight,"Extended Warranty,Accessory,Impulse Item",97.04
