Customer ID,Age,Gender,Loyalty Member
17999,27,Male,Yes
9335,20,Male,No
11649,30,Male,No
11648,43,Female,No
4802,63,Female,No
1190,63,Female,No
7820,28,Female,Yes
14636,55,Female,No
13819,41,Male,No
18121,18,Female,No
16989,76,Male,No
14422,29,Female,Yes
6362,28,Female,No
13047,55,Male,No
13762,24,Female,No
15973,50,Female,No
16356,43,Male,No
8569,26,Female,No
11813,18,Male,No
6282,47,Male,Yes
17945,49,Female,Yes
6658,42,Female,No
14977,34,Female,No
11207,37,Male,No
18512,37,Female,No
17959,36,Male,Yes
9944,28,Male,No
14858,59,Female,No
1988,63,Female,No
16951,25,Female,No
8382,42,Female,No
13374,73,Male,Yes
15562,42,Female,No
17901,71,Male,Yes
3668,25,Female,No
16985,75,Female,No
19886,63,Male,No
13772,60,Male,No
2425,37,Male,No
12987,37,Male,Yes
3999,73,Female,No
13199,52,Male,No
7940,80,Female,No
16215,42,Male,No
11084,19,Female,No
19852,79,Male,No
1255,49,Male,No
2684,69,Female,No
14732,62,Male,No
2666,54,Male,No
14222,53,Male,No
7853,67,Male,No
17728,54,Female,No
6499,77,Female,No
5869,28,Male,No
15247,36,Male,No
15709,80,Female,No
12427,48,Female,No
19130,55,Female,Yes
11547,28,Female,No
7671,43,Female,Yes
15463,75,Male,No
15278,55,Male,No
1184,71,Female,Yes
8076,34,Male,No
2724,65,Male,No
14688,53,Female,No
16966,19,Male,No
13456,21,Female,No
12651,30,Male,Yes
13719,36,Female,No
13075,20,Female,No
14481,49,Male,No
15724,51,Male,No
8722,53,Female,No
4140,63,Male,No
14994,29,Male,Yes
1002,41,Male,Yes
19604,25,Male,No
12908,56,Male,Yes
14036,61,Female,No
5961,61,Male,No
9704,80,Female,No
16129,70,Male,No
17246,70,Male,No
15301,77,Male,No
12585,56,Male,No
19995,69,Female,Yes
17554,23,Male,Yes
8771,67,Male,No
6977,48,Male,No
6369,32,Female,Yes
19898,35,Female,No
1089,45,Male,No
17884,27,Female,No
17304,54,Male,No
4889,27,Female,No
17765,58,Male,Yes
12982,18,Male,No
17762,20,Female,No
2474,55,Female,Yes
19848,39,Male,No
17892,20,Male,No
12468,40,Female,Yes
3627,74,Female,No
19024,77,Male,No
17342,49,Female,No
15612,78,Male,No
19775,60,Male,Yes
16746,70,Male,No
13261,60,Male,No
18105,57,Male,Yes
15773,21,Female,No
11593,62,Female,No
13517,41,Male,No
15078,68,Male,No
18603,64,Male,No
5948,45,Male,No
19040,79,Male,No
8069,35,Female,Yes
17606,32,Female,No
1408,67,Male,No
8630,61,Female,Yes
13347,67,Female,No
15418,37,Female,No
7091,70,Male,Yes
14673,78,Female,No
8025,20,Male,Yes
13181,21,Male,No
12608,43,Male,Yes
4077,37,Female,No
19064,28,Female,No
4955,47,Female,No
17838,30,Female,No
5225,37,Male,No
18970,43,Male,No
17254,66,Female,No
19855,47,Male,No
11954,56,Female,No
12345,30,Male,No
12934,28,Female,No
2462,67,Female,No
1220,72,Male,Yes
8148,70,Male,No
3765,55,Female,No
17050,20,Male,No
18166,52,Male,No
3841,51,Male,No
8773,76,Female,No
5167,76,Male,No
4790,79,Male,No
17748,62,Male,Yes
4205,46,Female,No
15312,58,Female,No
2287,57,Female,No
8789,49,Male,No
19116,78,Male,No
17417,70,Male,No
17196,37,Male,No
2414,50,Female,Yes
7618,66,Female,No
19571,60,Male,No
18713,70,Male,No
3211,44,Male,No
11531,21,Female,No
5986,27,Female,No
11270,37,Female,No
7058,70,Male,No
14226,78,Female,Yes
3582,57,Female,Yes
19598,79,Male,Yes
3205,55,Female,No
1994,58,Female,No
1948,29,Male,No
2139,80,Male,No
1640,45,Male,No
1991,57,Male,Yes
15655,55,Female,No
11487,37,Male,No
16624,56,Female,No
9657,27,Male,No
19406,57,Male,No
5654,34,Male,Yes
11038,78,Female,No
6917,39,Male,No
7061,35,Female,No
6410,72,Female,No
6396,49,Female,No
3621,36,Male,No
16288,35,Male,No
9304,62,Male,No
5836,23,Female,No
19391,74,Female,No
3454,37,Female,No
12093,60,Female,No
15334,48,Male,No
16367,42,Female,No
3921,60,Male,No
16341,79,Female,No
5215,80,Female,Yes
5771,39,Male,No
5218,74,Male,No
2927,72,Female,No
17227,35,Female,No
8871,42,Male,Yes
14253,48,Male,Yes
3854,78,Male,No
15565,58,Female,No
17870,38,Male,Yes
14012,58,Male,No
13520,40,Male,No
15986,27,Male,No
12603,50,Male,No
2246,42,Female,Yes
5131,45,Male,Yes
15582,40,Female,Yes
9680,76,Female,No
17649,52,Female,No
14900,45,Male,No
11650,59,Female,No
9498,25,Male,No
17037,18,Male,No
12726,22,Female,No
13482,36,Female,Yes
1628,58,Male,No
13180,63,Male,No
4082,56,Female,No
9232,60,Male,No
1511,29,Male,No
14137,79,Female,Yes
15836,80,Female,No
12482,18,Male,No
14414,59,Female,No
4039,30,Female,No
5545,37,Male,No
4324,34,Female,No
18206,76,Female,No
15260,20,Male,Yes
6082,40,Male,No
17800,38,Female,No
7579,33,Male,No
9481,35,Female,Yes
18510,38,Female,Yes
13889,48,Male,No
6608,60,Female,No
12816,74,Female,No
11706,77,Female,No
16076,37,Male,Yes
1295,19,Male,No
16833,66,Male,No
7367,35,Male,No
14797,36,Male,No
11781,45,Female,No
15678,60,Female,No
15294,70,Female,No
18303,76,Female,No
8754,62,Male,No
13101,42,Male,No
16395,30,Male,No
12264,69,Female,No
4857,71,Male,No
2970,59,Female,No
14069,24,Female,No
11495,22,Female,No
18436,59,Female,No
12063,29,Female,No
14117,56,Female,No
15209,59,Female,No
17584,69,Male,Yes
11276,32,Female,No
15690,26,Male,Yes
8528,35,Male,No
14151,59,Female,No
8058,44,Female,No
11427,18,Female,No
11470,26,Female,No
8657,40,Male,Yes
4800,53,Female,No
7875,50,Female,No
16679,18,Female,No
13515,37,Male,No
4530,58,Female,No
18431,37,Female,Yes
16182,39,Male,No
11660,71,Female,No
1815,75,Female,No
8982,40,Female,Yes
17853,70,Female,No
9863,32,Male,Yes
3322,51,Male,No
8395,69,Female,Yes
17740,64,Male,No
16158,55,Male,No
1102,55,Male,No
2816,58,Male,Yes
18202,21,Male,No
8916,48,Female,Yes
18255,29,Male,No
16997,78,Male,No
19459,67,Male,No
4184,55,Male,No
3740,64,Male,No
4524,41,Female,No
11079,76,Male,Yes
9223,75,Male,No
16025,71,Male,No
11941,68,Female,Yes
8267,36,Female,No
11331,48,Male,No
12979,68,Female,No
5513,44,Female,No
15262,40,Female,No
1473,65,Male,No
12735,57,Male,Yes
4820,52,Female,No
16661,31,Male,No
16999,24,Female,No
17201,60,Female,No
11492,78,Male,No
12459,25,Male,Yes
9111,53,Male,No
18191,42,Female,No
18736,64,Male,No
16866,48,Male,No
4952,59,Female,No
13926,58,Female,No
11293,36,Female,No
16472,49,Male,No
16481,60,Male,No
11853,56,Female,Yes
11026,50,Male,No
18519,40,Male,No
1278,57,Male,No
4350,74,Female,No
2687,31,Male,No
15551,77,Male,No
19321,70,Male,No
14942,29,Female,No
12182,50,Male,No
19846,41,Male,No
12612,41,Male,No
7731,33,Female,No
16520,47,Female,No
7408,72,Male,No
15793,23,Female,Yes
1342,36,Female,No
8891,25,Female,No
17165,38,Male,No
5737,69,Male,No
14298,70,Male,No
16800,63,Male,No
5123,19,Female,No
6850,26,Female,No
11042,33,Male,No
12586,74,Female,No
12165,79,Female,No
19041,40,Female,No
12003,52,Male,Yes
14046,72,Male,No
19396,31,Female,No
12457,49,Male,No
18878,37,Male,No
12619,49,Male,No
13689,55,Male,No
8457,27,Male,No
17966,77,Female,No
15456,32,Female,No
14182,32,Female,No
13327,22,Female,No
1364,29,Female,No
4738,45,Female,No
13692,37,Male,No
18974,30,Female,No
6191,69,Male,No
3634,74,Male,No
7604,33,Female,No
16138,44,Female,No
11108,39,Male,No
2347,48,Female,No
1372,36,Female,No
17486,80,Male,No
18349,75,Male,Yes
3687,18,Male,No
18941,26,Female,No
8531,48,Male,No
13474,33,Female,No
16816,31,Male,Yes
7404,25,Female,No
4617,75,Male,No
14202,71,Female,No
16808,42,Female,No
7361,73,Male,No
19254,80,Male,No
2311,42,Female,No
15203,51,Female,No
19296,37,Female,No
9105,47,Male,No
5641,27,Male,No
5024,55,Male,Yes
6551,74,Male,Yes
17528,76,Female,No
1181,50,Male,No
11881,30,Female,Yes
2597,78,Female,No
13980,62,Female,No
6676,22,Female,No
9907,58,Male,No
12478,62,Female,No
17405,69,Female,No
6145,18,Female,Yes
18363,41,Female,No
19386,67,Female,Yes
11217,59,Male,No
7113,53,Female,No
4649,68,Male,No
12670,20,Female,No
17611,49,Female,No
8134,41,Female,No
16323,80,Female,No
14030,68,Female,No
4481,44,Female,No
13983,69,Male,No
3321,38,Female,No
13756,58,Male,No
17550,18,Male,Yes
1759,43,Male,No
9641,33,Male,No
11289,80,Female,No
19397,26,Female,No
6538,63,Male,No
4529,18,Male,No
1052,72,Male,No
1840,75,Female,No
7032,45,Female,No
17511,73,Male,No
17776,67,Male,Yes
17782,24,Female,No
2522,79,Female,No
6205,53,Female,No
9948,74,Female,No
17385,70,Female,Yes
19684,36,Female,No
13617,23,Female,No
11862,64,Female,No
18225,66,Male,No
2847,57,Female,Yes
15482,29,Female,No
17289,54,Female,No
5653,65,Female,Yes
11688,40,Female,No
1654,68,Female,No
3971,32,Male,Yes
14493,76,Male,No
18044,34,Female,No
14535,60,Female,No
5695,47,Male,No
18057,42,Male,No
3635,54,Female,No
5278,43,Male,No
8826,40,Male,No
19282,50,Male,No
15351,78,Female,No
5157,46,Female,No
16705,70,Male,No
11604,72,Male,No
18341,67,Female,No
1466,77,Female,No
18196,52,Male,No
18211,26,Female,No
1669,72,Female,No
18933,64,Female,No
17656,47,Male,No
8785,30,Male,No
17398,45,Female,No
15196,61,Male,No
1162,20,Male,No
16884,43,Male,No
5052,42,Female,No
11536,80,Male,No
2663,64,Female,No
7729,28,Male,No
15587,59,Male,No
11215,38,Male,No
2555,43,Female,No
2055,40,Female,No
19615,35,Female,No
12656,45,Female,Yes
17654,72,Female,Yes
17002,42,Female,No
8511,46,Female,No
2030,67,Male,No
4548,31,Male,Yes
6387,43,Male,Yes
15978,41,Female,No
1489,22,Male,No
13285,43,Female,No
19095,55,Female,No
17390,28,Female,No
11785,44,Female,No
2090,20,Female,No
12032,48,Female,No
5119,79,Female,No
17089,21,Female,No
3847,46,Male,No
19433,53,Male,No
7593,52,Female,No
13943,54,Female,No
18695,62,Male,No
18717,43,Male,No
13099,39,Female,No
14916,71,Female,No
19443,29,Female,No
16440,22,Female,No
9074,61,Male,No
19717,60,Male,No
17851,64,Female,No
14727,54,Female,No
11727,51,Female,No
16952,45,Female,No
4963,41,Male,No
17325,49,Male,Yes
9795,21,Female,No
11903,34,Female,No
3524,40,Female,No
19573,48,Male,No
17977,71,Female,No
2192,62,Female,Yes
1205,74,Male,No
18949,66,Female,Yes
11931,58,Male,Yes
18380,46,Male,No
6013,25,Female,No
8700,35,Male,No
4675,62,Female,No
4674,44,Male,No
13363,80,Male,No
12852,29,Female,No
17877,27,Male,No
12957,71,Male,No
2153,19,Female,No
1458,24,Male,No
2432,61,Female,No
15164,21,Male,No
4500,54,Female,Yes
18511,41,Female,No
8350,43,Female,No
13382,62,Male,No
13953,19,Male,No
13825,67,Male,No
4518,34,Female,No
7465,35,Male,No
2540,64,Female,Yes
19173,60,Male,No
17608,18,Male,No
12888,33,Female,No
17719,34,Male,Yes
6893,72,Female,No
9607,34,Female,No
7302,59,Male,No
4626,53,Male,No
13534,23,Male,No
5065,58,Male,No
15201,46,Female,No
1301,71,Female,Yes
13565,43,Male,No
7946,51,Male,Yes
1997,49,Male,Yes
4690,76,Male,No
1333,61,Male,No
17269,78,Female,No
12326,29,Female,No
2999,79,Male,No
4947,26,Female,No
6036,31,Female,No
2665,27,Male,No
15823,25,Male,Yes
14745,29,Male,No
14215,46,Female,Yes
7996,60,Male,No
18636,76,Female,Yes
16676,73,Male,Yes
4587,47,Male,No
12591,54,Male,No
13049,40,Female,No
19622,31,Female,Yes
18291,57,Male,Yes
14013,69,Male,Yes
6558,68,Female,No
18597,72,Female,Yes
8407,49,Female,No
4749,57,Male,Yes
1269,72,Male,Yes
15484,42,Female,No
17758,78,Male,No
16950,60,Male,No
11702,77,Male,No
2135,66,Female,No
17088,37,Male,Yes
19585,55,Female,Yes
7970,40,Male,No
6213,65,Male,No
19200,51,Male,No
13585,78,Female,No
18239,33,Male,No
14346,77,Male,Yes
1711,67,Female,No
11747,72,Female,No
13108,67,Male,Yes
18880,70,Male,Yes
17812,26,Female,No
8694,62,Male,No
12900,36,Male,No
17822,32,Male,No
19302,80,Male,Yes
18280,33,Female,No
6882,52,Female,No
14757,52,Female,No
1587,32,Female,No
11382,43,Female,Yes
16915,42,Male,No
4933,38,Male,No
17446,53,Female,No
5209,41,Female,No
18332,71,Female,No
9366,55,Male,No
17808,56,Female,Yes
19531,51,Male,No
2077,29,Male,Yes
16370,45,Female,No
12137,34,Female,No
9009,80,Male,No
3658,25,Female,Yes
4535,61,Male,No
8198,46,Male,No
9047,36,Female,No
11087,38,Male,No
2588,34,Female,No
11153,39,Male,No
15675,33,Male,Yes
17911,65,Male,No
18813,56,Male,No
1783,35,Male,No
18067,56,Male,Yes
8201,57,Male,No
5574,45,Male,No
14973,27,Female,No
12057,25,Female,Yes
5740,67,Male,No
12095,26,Male,No
5291,39,Male,Yes
12574,49,Male,Yes
11335,49,Female,No
14837,22,Male,Yes
14739,42,Female,Yes
14637,53,Female,No
16128,64,Female,No
12004,77,Male,Yes
14879,65,Male,Yes
7591,35,Male,No
8670,46,Female,No
14611,63,Male,No
12082,32,Male,No
13615,24,Male,No
16248,37,Male,No
16595,46,Female,No
12103,33,Female,No
14641,78,Female,No
16242,24,Male,No
17279,74,Male,Yes
15363,65,Female,No
6793,25,Male,No
11509,23,Female,No
14779,30,Female,No
12255,77,Female,No
5707,72,Female,No
12342,45,Female,No
11053,59,Female,No
14319,78,Female,Yes
14223,33,Male,No
16764,29,Male,No
11723,37,Female,No
8260,49,Female,No
5233,37,Female,Yes
4653,61,Male,No
13092,60,Female,No
13445,44,Female,No
14888,59,Female,Yes
12793,67,Female,Yes
16253,39,Female,No
3021,57,Male,No
18555,30,Female,Yes
3370,29,Male,Yes
2910,66,Female,Yes
18317,31,Male,Yes
19817,71,Female,No
18655,66,Female,No
18770,24,Female,No
3152,73,Female,No
2871,66,Female,No
1943,56,Male,No
19504,40,Female,Yes
1638,22,Male,No
17844,18,Male,No
19977,45,Female,No
2603,72,Female,No
19715,19,Male,No
2223,29,Male,No
3293,56,Female,No
18086,18,Male,No
2231,40,Female,Yes
18724,58,Male,No
13511,61,Male,No
9691,79,Female,Yes
3334,28,Female,No
4455,38,Male,No
4045,30,Female,No
1577,23,Male,No
1083,24,Male,No
6262,19,Male,No
16487,56,Male,Yes
18700,48,Female,Yes
7111,54,Male,No
6713,58,Female,No
7102,76,Female,No
19633,33,Male,No
8934,31,Male,No
13595,35,Female,No
14121,35,Male,No
11777,23,Female,Yes
5048,41,Female,No
4531,49,Male,Yes
14133,59,Female,No
5436,45,Male,Yes
12856,38,Male,Yes
9902,77,Female,No
16143,20,Male,No
9642,59,Male,No
11938,35,Male,No
13416,71,Male,Yes
14345,79,Female,No
14231,44,Female,No
2249,67,Female,No
7257,47,Male,No
18563,29,Female,No
6087,57,Female,No
14193,34,Male,No
8724,61,Female,No
1403,37,Female,No
3166,37,Male,Yes
9877,80,Male,No
12690,78,Male,Yes
5956,33,Male,No
7923,69,Female,No
12699,38,Male,Yes
5886,39,Female,No
12876,40,Female,No
4744,64,Female,No
12542,70,Female,Yes
11146,32,Male,No
5854,46,Male,No
19693,50,Female,No
12213,72,Female,No
15028,42,Female,No
11880,49,Male,No
13618,25,Female,No
7586,53,Male,Yes
13592,63,Male,No
3004,35,Male,Yes
9754,58,Male,No
18692,69,Female,Yes
13262,47,Female,No
14110,40,Male,No
18831,42,Male,No
5469,39,Female,No
9798,77,Male,No
6948,29,Male,No
14286,57,Female,No
19072,25,Male,No
13612,39,Male,No
13650,24,Female,No
17130,37,Female,No
8947,19,Female,No
17713,43,Female,Yes
18634,77,Female,No
16561,56,Female,No
8172,53,Female,Yes
19166,23,Female,No
19425,65,Male,Yes
18868,53,Female,Yes
13254,58,Female,No
15237,24,Female,No
8603,69,Male,No
15838,54,Male,No
14492,60,Female,Yes
18820,59,Male,No
19428,65,Female,No
7168,56,Male,No
16081,31,Female,No
15617,60,Female,No
16373,46,Male,No
4328,59,Female,No
12172,31,Male,No
5872,21,Female,No
14364,38,Male,Yes
2279,31,Male,No
19149,57,Male,No
14070,49,Female,No
9674,73,Male,No
11071,23,Female,No
14412,69,Female,No
15422,25,Female,Yes
13224,70,Female,No
16602,52,Male,No
6962,57,Female,No
13110,77,Female,No
6670,42,Female,No
16469,24,Female,Yes
18256,29,Male,Yes
16614,68,Female,Yes
9120,53,Male,Yes
14743,20,Male,No
12323,79,Female,No
15762,18,Female,No
1631,36,Female,No
4367,42,Female,No
11168,32,Male,Yes
15536,53,Male,No
1713,47,Male,Yes
14119,24,Female,No
12650,67,Male,Yes
9991,63,Male,No
8209,63,Male,No
15792,31,Female,No
8149,76,Male,No
8176,60,Male,No
16312,65,Male,No
18637,62,Male,No
15725,58,Male,No
18294,74,Female,No
13553,64,Male,No
4737,49,Male,Yes
16923,20,Male,No
5476,28,Male,Yes
19952,70,Female,Yes
16927,47,Male,No
18980,62,Male,No
16934,73,Male,No
19058,26,Male,No
17026,44,Female,No
6727,49,Female,No
1633,73,Male,No
14583,70,Female,No
2059,67,Female,Yes
9461,55,Female,No
4941,74,Male,Yes
14766,79,Female,No
19500,35,Female,No
11783,37,Male,Yes
11973,19,Female,Yes
16537,24,Male,No
3724,40,Female,No
8822,56,Male,Yes
2792,37,Female,No
9586,29,Male,No
14677,59,Female,Yes
3709,67,Female,Yes
8815,20,Female,No
14102,73,Female,No
14301,65,Female,No
3510,46,Male,Yes
11131,56,Female,No
11749,62,Male,No
12977,50,Female,No
2025,67,Male,Yes
19114,36,Female,No
13462,33,Female,Yes
9445,60,Male,Yes
15588,56,Female,No
16186,72,Male,No
17386,46,Female,Yes
14588,55,Female,No
12933,43,Female,No
13968,75,Male,No
2199,52,Female,No
5894,42,Female,Yes
12875,61,Female,No
9820,54,Female,Yes
13947,26,Male,Yes
13590,63,Female,No
19992,71,Male,Yes
17106,80,Female,No
18389,57,Female,No
7325,42,Male,No
17083,19,Female,Yes
18429,34,Male,No
9914,41,Male,No
17414,74,Female,No
16701,50,Male,No
13842,48,Female,No
17009,40,Female,No
17448,30,Male,No
6348,72,Male,No
7101,67,Female,No
1731,78,Female,No
1383,73,Female,No
12840,29,Female,No
18263,31,Female,Yes
13655,52,Male,No
7090,36,Male,No
15917,65,Female,No
17474,32,Male,No
3347,37,Female,No
14653,29,Female,No
9422,28,Male,No
3695,23,Female,Yes
6041,27,Female,No
8708,64,Male,No
15093,71,Female,Yes
2026,32,Female,No
19205,64,Female,No
1208,62,Male,No
6106,27,Male,No
8252,38,Female,No
9097,61,Female,No
16703,18,Female,No
18798,36,Male,No
13195,71,Male,No
13521,64,Male,No
1509,62,Male,Yes
6644,74,Female,Yes
13468,57,Female,Yes
9463,18,Male,Yes
9242,41,Male,No
19186,49,Male,No
16700,74,Male,No
16699,73,Male,Yes
2628,51,Male,Yes
17796,69,Female,No
13868,62,Female,No
13541,47,Female,No
7417,19,Female,No
6938,79,Female,No
7520,20,Male,No
11222,61,Female,No
9363,27,Male,Yes
12475,40,Male,Yes
14586,63,Male,No
7849,79,Female,No
9710,30,Female,Yes
7877,73,Male,No
6149,54,Male,No
3279,33,Female,No
17876,33,Male,No
17900,79,Female,No
13797,62,Male,No
2316,34,Female,No
16857,69,Female,Yes
5576,72,Male,No
7533,63,Male,No
11716,68,Male,No
14628,69,Male,No
19152,46,Male,No
2417,21,Female,Yes
13178,33,Male,No
13130,43,Male,Yes
18273,53,Female,No
19682,28,Female,No
12243,60,Male,No
4811,57,Male,No
8936,67,Female,No
4876,75,Female,No
18640,72,Female,Yes
4750,64,Female,No
12759,22,Male,No
5823,65,Female,No
7161,22,Female,No
9428,71,Female,No
1462,35,Female,No
16775,79,Female,No
6751,65,Male,No
18865,54,Female,No
2389,72,Male,Yes
5311,68,Male,No
6620,66,Female,No
17008,27,Male,No
19636,30,Female,Yes
19591,39,Female,No
1245,39,Female,Yes
18425,77,Male,Yes
12943,21,Male,No
19625,36,Female,No
14809,53,Male,No
11072,69,Female,No
9618,21,Male,No
2398,22,Male,No
8665,72,Male,No
11101,25,Male,Yes
11983,58,Female,No
8695,61,Male,No
3278,23,Female,Yes
8512,57,Female,No
16453,29,Male,No
1845,28,Male,No
4564,64,Female,No
17801,24,Female,Yes
8542,53,Female,No
16953,26,Female,Yes
15863,79,Male,No
11951,31,Female,No
8255,77,Male,No
17108,54,Male,Yes
17496,21,Male,No
11842,68,Male,No
5088,67,Female,No
17485,66,Male,No
1018,34,Male,No
19727,32,Male,No
3736,54,Male,No
8829,34,Male,No
19867,76,Female,No
11786,75,Female,No
19974,31,Male,Yes
6176,72,Female,No
19865,38,Female,No
12522,55,Male,No
3970,58,Male,No
14630,69,Female,No
4282,43,Male,No
6357,27,Female,No
11721,73,Male,No
6785,52,Female,Yes
1771,66,Female,No
3208,36,Female,No
2753,67,Female,No
5138,63,Female,No
18416,63,Male,No
4986,26,Female,No
12663,42,Male,No
3667,41,Male,No
1244,70,Male,No
7316,77,Female,Yes
1101,33,Female,No
16268,70,Female,No
6453,30,Female,No
5171,60,Female,No
12937,72,Male,No
1268,54,Male,Yes
9176,48,Male,Yes
12636,75,Female,No
15347,47,Male,Yes
7976,51,Female,No
2577,35,Female,No
15756,64,Female,No
5297,71,Female,No
12498,28,Male,Yes
4277,23,Female,Yes
2993,77,Female,No
13240,51,Male,No
1585,44,Male,No
1890,36,Male,No
15322,54,Female,No
15056,78,Male,No
16670,42,Female,Yes
1905,78,Male,No
4385,22,Female,No
15820,23,Female,No
6517,51,Male,No
4038,20,Female,No
12076,41,Male,No
12695,74,Female,No
5975,59,Female,No
14064,42,Male,No
1398,68,Male,No
14693,63,Male,No
17619,19,Male,No
19914,58,Male,No
2418,57,Female,No
11176,78,Male,No
15413,25,Male,Yes
18704,78,Male,No
12016,70,Female,No
1134,23,Male,No
18364,33,Male,No
11096,53,Female,No
6630,65,Female,No
12778,57,Male,Yes
5000,41,Female,No
18733,36,Male,No
12978,29,Female,No
4687,77,Female,No
5057,38,Female,No
18771,59,Female,No
13454,73,Female,No
18446,18,Male,Yes
17163,52,Female,No
16831,31,Male,No
2836,52,Female,Yes
4299,59,Male,No
4964,51,Male,No
1856,74,Male,Yes
7631,57,Male,No
16351,61,Male,No
13391,70,Female,No
14851,67,Female,No
6919,59,Female,No
5867,21,Female,No
13543,21,Male,No
3027,60,Male,No
15744,53,Male,No
13624,59,Female,No
13103,22,Female,No
19866,61,Female,No
3730,39,Male,Yes
7096,60,Female,No
17145,56,Male,No
11366,75,Male,No
18307,68,Female,No
17718,78,Male,No
18598,57,Male,No
17153,30,Female,No
12749,67,Female,No
16607,73,Female,Yes
2280,75,Male,No
1019,45,Male,Yes
3898,76,Female,No
14944,76,Female,No
19904,25,Female,No
7934,53,Male,Yes
1378,69,Male,No
17166,26,Female,Yes
6524,51,Male,No
16804,20,Female,No
11203,55,Male,No
8424,72,Male,No
19096,42,Female,No
5705,29,Female,Yes
14725,70,Male,Yes
11746,76,Female,No
1507,71,Female,No
2924,41,Female,No
8430,35,Female,No
19938,64,Male,Yes
8137,18,Female,No
4012,71,Female,No
19917,69,Male,No
16744,61,Male,No
18113,68,Male,No
2421,22,Male,No
3914,63,Male,No
18218,74,Male,Yes
17122,76,Male,No
3706,48,Female,No
14686,68,Male,No
7339,77,Female,No
11852,61,Female,No
18747,30,Male,No
14816,39,Male,No
18992,77,Female,Yes
13069,47,Female,No
2558,22,Female,No
5584,37,Male,No
14706,18,Female,No
17357,65,Male,No
8130,41,Female,No
9154,31,Female,No
13836,60,Female,Yes
19338,55,Female,No
12257,41,Male,No
12844,53,Female,No
4769,18,Male,Yes
11109,72,Female,Yes
14269,80,Male,No
13914,39,Female,No
1724,67,Female,No
14462,59,Female,No
16126,61,Male,No
1766,36,Female,No
12222,29,Female,No
17507,66,Male,No
12889,24,Female,Yes
12224,31,Female,Yes
18295,70,Male,No
17524,39,Female,No
4169,19,Male,No
8129,47,Male,No
16210,80,Female,No
7016,32,Female,No
9279,70,Female,Yes
11937,40,Male,Yes
9509,19,Male,No
15768,46,Male,No
19731,76,Female,No
11064,33,Female,Yes
13229,22,Male,No
12127,27,Female,No
1838,35,Male,Yes
3626,59,Female,No
16277,76,Male,No
1975,72,Male,Yes
15882,73,Male,No
9867,50,Female,No
12176,18,Female,No
16625,63,Male,No
14910,38,Male,No
12765,37,Male,No
15627,61,Male,No
15893,30,Female,No
12582,40,Female,No
7477,33,Male,No
6553,43,Male,No
3288,42,Male,No
16190,24,Female,No
4642,72,Female,No
18077,31,Male,No
3271,41,Male,No
17933,53,Male,Yes
9701,70,Female,No
19019,59,Female,No
3012,19,Male,No
4147,80,Male,No
11833,37,Female,No
14849,18,Male,No
11005,21,Male,No
16830,57,Male,No
15799,55,Female,No
9945,49,Male,No
13330,35,Male,Yes
12131,77,Male,No
12911,77,Male,No
14782,25,Male,No
1773,22,Male,No
7228,31,Female,No
19766,61,Male,No
17533,35,Male,No
5624,60,Female,No
15520,59,Male,No
14891,23,Male,No
11820,52,Male,No
11966,66,Male,No
5276,67,Male,No
4192,36,Female,Yes
1147,24,Male,Yes
8738,36,Female,No
11896,29,Male,No
18502,29,Female,No
2402,71,Female,Yes
2109,80,Male,Yes
19930,49,Female,Yes
14261,40,Male,No
9537,76,Male,No
1399,57,Female,No
6229,21,Male,No
17617,49,Female,No
16401,57,Female,No
6109,20,Female,No
16209,24,Female,No
11433,50,Female,No
15442,28,Female,No
12071,59,Female,Yes
11063,78,Male,Yes
18327,43,Male,No
16043,70,Male,No
6650,39,Female,No
12069,77,Female,Yes
1151,19,Female,No
16877,77,Male,No
4494,41,Female,No
14863,59,Male,No
14067,32,Female,Yes
19687,33,Female,No
13828,78,Male,No
8999,20,Male,No
9841,51,Male,No
12278,24,Female,Yes
19801,72,Female,No
17363,27,Female,No
18008,27,Female,No
2177,67,Male,Yes
9883,20,Male,Yes
18003,71,Female,No
17973,33,Male,No
4079,18,Female,No
18639,48,Male,No
8141,69,Male,No
8165,45,Male,No
6367,19,Female,No
15208,68,Female,No
5229,65,Male,No
17472,66,Male,No
3311,79,Male,No
15310,67,Male,Yes
8861,32,Female,No
18421,61,Male,Yes
19873,45,Male,No
12406,36,Female,No
18344,74,Male,No
18125,56,Male,No
17633,42,Female,No
9433,73,Female,No
12088,32,Female,No
13775,49,Male,No
11359,65,Female,No
3596,67,Male,No
13050,72,Male,No
15522,21,Male,Yes
1406,46,Male,No
18622,59,Female,No
13893,68,Male,No
8077,69,Female,Yes
4843,80,Female,No
14751,51,Male,Yes
6825,38,Male,No
9600,73,Male,Yes
17411,37,Male,Yes
6703,76,Female,No
6342,36,Male,No
13960,21,Female,No
12637,36,Female,No
19844,74,Male,No
8168,66,Male,No
9060,20,Female,Yes
5691,54,Male,No
7020,40,Male,No
13245,18,Female,Yes
7873,70,Female,Yes
7223,68,Male,No
1578,43,Female,No
4536,57,Female,No
15901,31,Male,No
5662,22,Female,No
14635,56,Female,No
11500,73,Male,No
13068,76,Female,No
14167,18,Female,Yes
16257,25,Male,No
4000,54,Female,No
19052,66,Female,No
13273,44,Female,No
8782,41,Male,No
1739,71,Male,No
4817,47,Male,No
1257,55,Male,No
18091,45,Male,Yes
2323,23,Male,No
